relationship_id,person_id,company_id,company_name,is_active,start_date,title_at_company,data_source
0802ee32-6b19-4178-83c8-8e71bf2ffbce,18070aa6-c0b4-414c-b527-6c5a1fee1607,1005878000000436457,Hiren Patel Architects,,,,ColourcoatsBigin
22e40da8-3ec5-4330-8aa6-898318c7210c,1845ab99-e0e3-4c07-9771-7ff4aa4f7062,1005878000000436527,Purple Backyard,,,,ColourcoatsBigin
becfcd24-0d92-45f5-8174-dd9cc16994b7,186ed750-8516-4916-9b89-5c151ff94939,978312000000422280,Confluence,,,,MetaliaBigin
e9f7df4a-d93c-4b15-ad91-8d1e9b684488,18e26e9c-cd96-4d3b-84ef-8453be5d63ee,0dfc0db8-b68f-4490-b9a2-a879df95b93a,Bharat Founders Fund,True,2025-09-01T00:00:00.000Z,,Rolodex
5affbe86-927f-46a9-b9b2-4e2b8b184eee,19bff16f-36cc-43d9-865c-31dbd5b5d6b1,23ad6f69-0941-4bbf-9e45-72a3fb72bd05,Pareto Capital,True,2025-05-15T00:00:00.000Z,,Rolodex
7bf12c5c-4765-4484-8085-6a62849ba7fd,1a07d7e0-bc82-4e53-b3a8-5f0ff0ac6a17,b666d3dd-c139-4b62-a186-87b8174e799a,Oracle,True,2025-09-18T00:00:00.000Z,,Rolodex
8f442e53-6c00-4fac-8c15-75bac3935a23,1a30e0f7-0948-4693-8203-4c951b6c28e0,e5e15caa-9aed-4c57-9194-1dab519edc90,Khaitan & Co,True,2025-08-10T00:00:00.000Z,,Rolodex
8e28313e-ae25-46a9-80d3-4d16c6fde818,1a57b264-5c22-4882-8faa-5a5f0008bb33,978312000000439683,Kanvinde Rai & Chowdhury Ar.,,,,MetaliaBigin
958fe006-c191-4df6-bb7c-6ba0562d1d14,1bead36c-35c3-4a60-a98f-61eafe307697,0d579129-9ee0-45de-98a6-2807a5f1ca73,Postman,True,2025-09-21T00:00:00.000Z,,Rolodex
57325339-6303-42d4-8179-56c3793f3594,1c7c038b-6ddc-49bc-9225-5691d3c4998d,978312000000472540,abu palace,,,,MetaliaBigin
51466430-772e-491e-9b73-0de794caec34,1ddd9d46-0349-4e41-981c-2a84287ae847,978312000000439664,Ardete,,,,MetaliaBigin
e95aeeb0-9fcf-4c01-882b-8a8f41837e66,1df3c9f8-aa3f-4de0-b0bc-9fa82fc5bc9c,e5ce1e42-37ad-4bc4-8984-eaf128cff05f,Zoho Middle East & North Africa,True,2025-09-02T00:00:00.000Z,,Rolodex
f981f838-b410-472c-bf7b-4e7d8adaefe0,1e2fbad4-403f-4088-a624-c65c76a6d0c0,53820c97-6f6f-4a62-bef5-9d5daf3f2c22,Rdashpulse,True,2025-09-18T00:00:00.000Z,,Rolodex
60885110-fdbd-49a5-a76c-be9750a17a2f,1ec12e02-42b5-40b1-a300-ba2ebf891215,978312000000439706,Studio Srijan,,,,MetaliaBigin
6078c6a2-36d7-4972-bb8f-c93bc4db9bad,2032eb73-2f04-4e5e-bc40-4a5e4d6d47d2,978312000000439688,MOFA,,,,MetaliaBigin
64f4c131-1d7f-4c71-ad6d-9ab757884b83,21107818-eae1-4a28-8f5c-9b5247a1b21b,4f23c845-74e5-4e0a-94af-cdf36d6a82e9,Bessemer Venture Partners,True,2025-05-15T00:00:00.000Z,,Rolodex
0def0666-8fdc-44ab-a725-3ff0fe57dcfc,21bde521-66a4-4f7f-b293-455c383e2f43,1005878000000436460,Interface By Kunal Barve,,,,ColourcoatsBigin
4cf97706-2a3f-49ae-bb26-c464e81699fd,222aaa18-ce12-47d3-9e22-4f8877dd6e81,da239d17-5581-4658-ab63-1b0a778eab24,Zohobigin,True,2025-09-17T00:00:00.000Z,,Rolodex
29c15911-635a-4b0a-8356-18ca8963fd94,224314c1-7de5-4b99-a864-de595893a452,1005878000000450051,Bhumika Rajda Design Studio,,,,ColourcoatsBigin
018e74f9-beef-4c03-abbb-28b79813b9ad,230567e0-8986-46f6-abf3-2e6873cd02fc,978312000000509260,Aayaam Design Studio,,,,MetaliaBigin
ae644d38-bb5c-4de0-b332-9a1df2b43270,234ad93d-d046-4d54-9c8d-785f4b563969,6c830219-6b26-4034-91a1-6ed87b664412,Interakt,True,2025-09-18T00:00:00.000Z,,Rolodex
767d17bf-dc00-42c5-9b53-17a6b3b3ebe8,2382a774-1495-465c-8bda-512e2d622030,4ec15bda-6d90-4bf8-95c3-cf5857bc792f,Touchstone Partners,True,2025-05-15T00:00:00.000Z,,Rolodex
68c02186-d080-486b-8568-701175111cd4,238be1eb-9030-44f2-a465-700d3affbb3a,02ecd1fe-9249-4761-ad36-be98ee5b1bc4,Searce Inc,True,2025-09-18T00:00:00.000Z,,Rolodex
c55f1632-eb59-438c-b545-8cc789bea570,2421c128-d4e8-4a2e-9115-31ed7f0664d2,02ecd1fe-9249-4761-ad36-be98ee5b1bc4,Searce Inc,True,2025-05-30T00:00:00.000Z,,Rolodex
feec67a2-3c31-469a-9046-662f0c7f5e1c,24b76886-aff4-467f-af8f-2b5eea497a4a,08e3b09a-58f9-49fa-8194-d2372ab25976,PwC,True,2025-08-12T00:00:00.000Z,,Rolodex
c136ad86-5c31-4ed3-a91c-8b39d9a19fb7,25c4c96a-57ad-4162-9b87-eb88020437cc,06521f7b-d044-4aba-a199-ecf4b1bf794c,Growthschool,True,2025-09-18T00:00:00.000Z,,Rolodex
4692d3e7-97ed-4d11-a784-6af8f049247f,25cf6b38-8dd6-4636-8859-982831815bab,d00322d5-75ae-452e-bd58-2a30c05a5ada,Mem,True,2025-09-04T00:00:00.000Z,,Rolodex
02c68583-c896-4d9c-a8f9-15b0b14824dd,267b8510-6d3c-41b9-bf39-c8bd771f6ebc,978312000000509428,All Home,,,,MetaliaBigin
cf734785-6310-4dca-83a0-77139fc6f269,26d2e449-d625-4abe-93ca-8f13d0311055,1005878000000436445,Gayathri & Namith Architects,,,,ColourcoatsBigin
a3073960-fb5e-457d-9a54-66c46ca6e792,26e25572-a60d-45f3-9a39-f607afaf2131,e5e15caa-9aed-4c57-9194-1dab519edc90,Khaitan & Co,True,2025-05-15T00:00:00.000Z,,Rolodex
2e050da5-1ba9-451d-a264-629dfff7e1a6,27215a90-a5b9-42ec-98f6-637ae8932562,045f4eca-c464-44d5-ada1-29c2a771d81e,Metalia India,True,2025-08-20T00:00:00.000Z,,Rolodex
bb7f152a-2728-4d2f-8410-5ea06bc62273,274268a5-d3b0-48f7-9575-5c2be428105e,1005878000000436489,Mahaveer Patil & Associates,,,,ColourcoatsBigin
bcceee31-7fa0-4988-ae04-caaff616ae75,27e2b726-4dc0-4c6e-99ce-7baed28dddbe,9ade8bc1-998f-4b82-86ac-6d2ca2ccada9,Emailnotifications,True,2025-09-18T00:00:00.000Z,,Rolodex
3aa6f42d-1eda-4314-ae28-b6bbe2a63c59,28374965-96e9-4c8f-9f6c-67e83b8c6a1d,978312000000422320,Uncut Design,,,,MetaliaBigin
ee344164-acad-442f-834e-7b5b4f5c157a,28644ca7-d38f-4480-9842-d60aab68178b,978312000000470661,Resonate Designs,,,,MetaliaBigin
9feaad44-9493-4435-a42c-517c2f919327,2992c35c-a71b-498d-87d4-b00b2571272e,978312000000422315,Sambhav,,,,MetaliaBigin
4a37bde6-5291-49fb-826f-39039622869b,29aec3e9-1f7c-4e86-9ad8-9bad12121ce9,978312000000447248,ZZ Architects,,,,MetaliaBigin
276c9fa0-ed30-4b74-afc6-f2cf07533ea6,29ccba74-5bcb-47fe-b48d-2d0a003d72fb,83e0ef8e-d353-42b7-a0ef-ee9136478b77,Avendus,True,2025-08-18T00:00:00.000Z,,Rolodex
f686642c-1469-400c-a4d6-8b1b63a482d1,2a1dfb42-d821-4175-9f91-7fdb34c31c40,6f233d25-2167-4329-ba51-50590cd8412e,Langchain,True,2025-09-18T00:00:00.000Z,,Rolodex
aaaf8a4d-389b-4ca7-8faf-774d0d847ecd,2a859dd3-ec08-4c94-9010-c57042e040a8,3566d9a0-df16-4f75-a7e2-ba7d80f406c8,Contetra Private Limited,True,2025-09-18T00:00:00.000Z,,Rolodex
12ec7937-7c64-4806-940c-a4c7053d1b0c,2b119d2e-d516-45e1-9a85-84d7e05c5d6b,3566d9a0-df16-4f75-a7e2-ba7d80f406c8,Contetra Private Limited,True,2025-08-20T00:00:00.000Z,,Rolodex
d56d28b0-7748-40c0-9a8b-a9fc20a3089c,2bb930ca-a0a3-47ed-b703-fbba4954c70a,694dc90d-1804-467c-9a35-ea8838f09a7f,Leviathan Systems Pvt. Ltd,True,2025-07-22T00:00:00.000Z,,Rolodex
61fcc1d1-1163-441c-aef6-209109e74b22,2be08d97-063a-4e2a-a4f2-45ca35d4a52a,978312000000447246,Shree Krishna Group,,,,MetaliaBigin
c799d9b8-1119-42de-873d-4a0acc602494,2be0bcae-8beb-4b70-a46c-add73067b3fe,ae56d478-2cd7-45b5-8832-97824131f656,Zapkey,True,2025-09-18T00:00:00.000Z,,Rolodex
aaf78d1e-51fa-442d-9bc3-5787cda1fa04,2bf52b80-7dfc-451e-9d99-e65addb13713,045f4eca-c464-44d5-ada1-29c2a771d81e,Metalia India,True,2025-08-14T00:00:00.000Z,,Rolodex
ddd64f82-bc1e-43dd-9a63-d296ee12dcb3,2c5db65a-61a4-4e47-bc49-e41b1d5a30a7,83e0ef8e-d353-42b7-a0ef-ee9136478b77,Avendus,True,2025-09-18T00:00:00.000Z,,Rolodex
fba8e7c9-7154-4bea-bdb4-27d8288d8617,2cc24e04-2b21-470d-a12d-190fbfd2f950,0dfc0db8-b68f-4490-b9a2-a879df95b93a,Bharat Founders Fund,True,2025-09-18T00:00:00.000Z,,Rolodex
f64d866c-f3de-48ad-8ebe-33a0ee005a47,2d4b355b-02b3-41d0-b6d8-14b3f493166b,978312000000433042,Design Consortia,,,,MetaliaBigin
525e33b6-4a82-4783-88a9-090628b08ec3,2e9ba5cc-2d0a-403b-bf81-6f1c5e7d105b,978312000000422286,42MM,,,,MetaliaBigin
084eed89-1bf3-490f-95d3-efd713105d4e,2ea71a71-d150-4304-8779-1cbee18d3dc6,eb242af3-5e5d-4066-8344-acbb136fb780,E,True,2025-09-18T00:00:00.000Z,,Rolodex
75f2539d-058a-4b85-98ba-9ca7cc956226,300441bb-5705-4fdb-a45a-3862e7e9bab4,2508de31-c999-457e-98c3-cf51660c263b,Trustly Technology Solutions Pvt. Ltd.,True,2025-05-15T00:00:00.000Z,,Rolodex
8ebafc7b-3d9d-47ec-bf94-6bdfe36471c5,305df275-f303-454d-8082-2bf16de343a8,4f23c845-74e5-4e0a-94af-cdf36d6a82e9,Bessemer Venture Partners,False,2025-07-22T00:00:00.000Z,,Rolodex
ef7ff074-b26a-4515-b7d4-e73a5bb3bc9b,305df275-f303-454d-8082-2bf16de343a8,3e87510b-dc75-45a1-ae1e-901bf4a65d06,Cashify,False,2025-07-17T00:00:00.000Z,,Rolodex
42fad43b-ab2d-4635-94ef-97587f94aa88,305df275-f303-454d-8082-2bf16de343a8,5b4784b8-3ecc-4f8c-9dd5-ed9c18636220,Leena AI,False,2025-07-17T00:00:00.000Z,,Rolodex
3f5f24e0-50f2-430e-a145-1e218837fd95,305df275-f303-454d-8082-2bf16de343a8,ab0c082e-5034-47c2-bdb0-f869ef22b607,Lentra,True,2025-07-17T00:00:00.000Z,,Rolodex
522ba3c6-2c6b-417f-a14e-4ccffbdbe960,305df275-f303-454d-8082-2bf16de343a8,f7514b13-b849-49b8-90cc-b704124907eb,MyGlamm | Good Glamm Group,False,2025-07-17T00:00:00.000Z,,Rolodex
00453d22-ba66-4cd7-b31f-756b4a0c8f1b,305df275-f303-454d-8082-2bf16de343a8,ddb921b8-9aab-40f6-be67-579b1becd0b7,Nova Benefits,False,2025-07-17T00:00:00.000Z,,Rolodex
e8b7c99f-8ec7-4644-ba58-ceee79f330ef,30f3ac61-5981-4eb0-b96e-eab79c6fe467,62800c84-8eec-4b84-a107-f80bae184984,Email,True,2025-09-18T00:00:00.000Z,,Rolodex
b2174c45-abc3-41f6-9c5a-3e8ff3a9001b,321970e6-a032-40cf-a957-1a4e85beb45d,4f23c845-74e5-4e0a-94af-cdf36d6a82e9,Bessemer Venture Partners,True,2025-07-21T00:00:00.000Z,,Rolodex
e6a18688-d07c-4b27-9ce1-a20671600850,33c5d2b0-6768-4f3f-bc2a-131952877266,978312000000537047,M2K,,,,MetaliaBigin
ddad0092-6e4c-49e1-ac43-894128ae72bc,34aee28d-51ae-44e0-9901-0b93cc752d88,978312000000470435,MORPH DESIGN,,,,MetaliaBigin
c22bc8b6-2657-4025-962a-5984d819155f,35394f47-c460-4f40-a997-70016f2d62f6,978312000000439171,floor and furnish,,,,MetaliaBigin
dbf85bea-c196-426f-9cad-e106bbad8247,361af7ec-b5d6-4c8d-8eb1-5fd726d981b2,978312000000439694,QED,,,,MetaliaBigin
3f7ce0fb-40f3-4036-a7b5-45ecb2d2238e,368cee0e-65fd-431e-b223-b1f27b5c3ca8,e5ce1e42-37ad-4bc4-8984-eaf128cff05f,Zoho Middle East & North Africa,True,2025-09-18T00:00:00.000Z,,Rolodex
c023af7d-76c8-4df3-a183-eca252b2e035,36b631aa-e9ef-44b6-b52e-aa39cfaf3174,17a8c0aa-71d4-4e38-a971-ef02cd425b4c,AllHome,False,2025-05-15T00:00:00.000Z,,Rolodex
e556066d-3f7d-441d-87b5-c429cb0e2168,36b631aa-e9ef-44b6-b52e-aa39cfaf3174,0dfc0db8-b68f-4490-b9a2-a879df95b93a,Bharat Founders Fund,True,2025-08-13T00:00:00.000Z,,Rolodex
6b707dac-631c-458b-950b-0cdf3e3ba41f,36b631aa-e9ef-44b6-b52e-aa39cfaf3174,57f8cbe6-0c41-4de7-bbc8-f784d363cf57,PharmEasy,False,2025-05-15T00:00:00.000Z,,Rolodex
b5b8891d-d337-468e-b5e1-d5fff660cb23,37cbbba7-9905-4ece-884f-12aa30aa7353,2328dafe-2f95-4419-b2b5-b7c106b3d411,Engage,True,2025-09-18T00:00:00.000Z,,Rolodex
60c592b0-1857-40ed-80ab-3cfea24c9b5f,3859117c-ddc0-40b7-875f-2e87ac25828a,17a8c0aa-71d4-4e38-a971-ef02cd425b4c,AllHome,True,2025-09-23T00:00:00.000Z,,Rolodex
ffbb6cd3-8138-4efc-b1e0-9de2504a0e95,387bb443-00b2-444e-9c4b-553eef13f673,2b056608-0fb1-4f62-a1df-3afdaf970087,Homeoftextile,True,2025-09-18T00:00:00.000Z,,Rolodex
ed3fb76f-0a06-4e6a-aba2-58730d817f93,3890fe5b-ecc8-4b09-b18a-cba4ba55576c,365c6b90-d780-4a99-8e99-bd6a4b070cfd,Avarchar,True,2025-07-24T00:00:00.000Z,,Rolodex
ed6c0987-228a-4b5c-908f-b0c2d32eb8e5,3ad7b833-0583-43e4-b168-edac35b990bb,02ecd1fe-9249-4761-ad36-be98ee5b1bc4,Searce Inc,True,2025-05-15T00:00:00.000Z,,Rolodex
20aed408-ecf0-4e46-943e-9926f5e3ed4e,3daf6df4-afe2-4788-a594-b6d0af40469d,1005878000000436377,Atelier Ashiesh Shah,,,,ColourcoatsBigin
6d13ca3c-eafd-4d2e-8b71-9e2e06ec31af,3df91c05-c7db-4cd5-b5ea-11c77ceaafef,e5ce1e42-37ad-4bc4-8984-eaf128cff05f,Zoho Middle East & North Africa,True,2025-09-05T00:00:00.000Z,,Rolodex
588a9d2e-86bd-4513-98b3-2564bf115e6e,3e40fbac-64e3-4d8a-8599-3d448dcdc40e,b666d3dd-c139-4b62-a186-87b8174e799a,Oracle,True,2025-09-17T00:00:00.000Z,,Rolodex
313feeb8-e707-46ee-aedd-c63d822f6015,3e673e12-5d50-418e-b3c6-28b79f034a2c,2fafe93c-9c49-47db-94b3-ccde4683d5ca,Elle Decor India,True,2025-09-19T00:00:00.000Z,,Rolodex
3647e064-ae09-436a-ae1a-f3d11183e9b0,3eddcb36-c185-47e8-8b12-43d4f880749f,978312000000439715,Tru Key,,,,MetaliaBigin
2725e898-7919-420c-9bc4-07b6f45057b2,3f3ee856-aa6f-4002-896b-862f781cb880,978312000000439713,TPA,,,,MetaliaBigin
098fa30b-fc74-4c14-acac-bbfea005a262,3fb40982-5781-412f-9159-88c80ed7d0ac,1005878000000436444,Gauri Khan Designs,,,,ColourcoatsBigin
89493624-4354-43fb-8182-190407f98061,40bcfaa1-e38e-4f1d-8c8a-8b05764dab95,17a8c0aa-71d4-4e38-a971-ef02cd425b4c,AllHome,False,2025-05-15T00:00:00.000Z,,Rolodex
2ac487d0-1749-49b0-9af4-867499f341ff,40bcfaa1-e38e-4f1d-8c8a-8b05764dab95,0dfc0db8-b68f-4490-b9a2-a879df95b93a,Bharat Founders Fund,True,2025-07-21T00:00:00.000Z,,Rolodex
a0420b3c-cb7f-4ed9-b036-7c9f2e649593,41441b3a-8a78-4e33-a6e5-c4f21e0499db,1005878000000436435,FAQUIH AND ASSOCIATES,,,,ColourcoatsBigin
06aa648e-1db3-400a-b5f2-4557aa0f3e68,42d9ab44-8671-42ed-a948-7d1fc8cb27c0,1005878000000436576,Studio Design Inc,,,,ColourcoatsBigin
9820df2c-b1cd-4723-ad84-58b3d8a796d7,441de924-b447-4616-bde2-10cfa5cdb318,978312000000440460,THE BRIJ,,,,MetaliaBigin
dd5c1e9c-7d3f-4fc9-ac71-eb89e674485e,4454cedc-42c2-4acf-bea3-04001d863f7b,978312000000422283,Design Doodle,,,,MetaliaBigin
3d48b5ca-508f-4e6d-829f-8825d9cc7e0b,448258e5-c364-44cd-9281-45cd99c4778d,1005878000000436410,DesignHex,,,,ColourcoatsBigin
8511dc30-7af2-4311-aa54-6b97d46302c7,44a1eb0f-0858-4551-a120-348356b1fb81,978312000000461507,Test Company,,,,MetaliaBigin
e44c8bb3-c68b-432d-8705-1816a23e67b8,44c868dc-1806-41ac-af44-1fa0dec10fe1,978312000000470664,Visarg Design Studio,,,,MetaliaBigin
dae43760-cd38-49a7-8d08-83546b6f9791,44e7dae1-6b21-4592-93d1-071156abd9be,978312000000437201,Kartik Aggarwal Muzaffarnagar,,,,MetaliaBigin
21940ebc-5ea8-43eb-9423-aacf52c084b5,450b285e-dce5-4058-af50-f76f64f95ab1,ddfc635b-567f-4fc6-b29e-a71a1cea0cde,Simple,True,2025-09-18T00:00:00.000Z,,Rolodex
7b76bac7-cad6-4149-9e81-1d1ba1f23fb2,452ba273-32f8-4aa9-8aa9-289c6ea1ccd3,978312000000447243,Attico,,,,MetaliaBigin
1328a7ea-acb5-4080-899a-3192f60cb872,454f271d-0ef3-4e19-b042-6cd652eb9528,978312000000439704,Studio Mathema,,,,MetaliaBigin
15705bec-3bfe-4c19-82d2-990a520947fa,4576d566-3290-4f74-b82a-a1274d140f60,1005878000000436371,Annkur Khosla Design Studio,,,,ColourcoatsBigin
129a982d-6491-488a-a654-1874408d7b6a,45bf1fde-0c92-4fd9-ace6-9d504c86ff56,1005878000000436457,Hiren Patel Architects,,,,ColourcoatsBigin
bfea9603-2a27-4b36-bfc9-209477792ccb,463124e6-a78b-456f-afeb-b9a2ae4b1509,978312000000439700,Space Design,,,,MetaliaBigin
37175d63-306d-49dd-bbe0-d2c6107c32c2,464ce477-f33b-414c-845e-e80f4244238d,978312000000439707,Studio Zoera,,,,MetaliaBigin
541be006-4ddc-48c1-8a74-1335a0b629e3,475b415c-422a-41e9-9efc-44faa15366ed,978312000000439717,ZED Lab,,,,MetaliaBigin
96d2ace0-1338-49aa-8a15-cf07fff0d62b,4780374e-ae1b-4990-9faf-c0ae6ba7d74c,47abb3c7-3563-479a-bf79-f8f328424832,Accounts,True,2025-09-24T00:00:00.000Z,,Rolodex
6d98d119-905f-4385-a9d2-c47abcc5507d,479ea1f9-10c9-4c91-bf6b-311cc6154fc3,17a8c0aa-71d4-4e38-a971-ef02cd425b4c,AllHome,False,2025-05-29T00:00:00.000Z,,Rolodex
d36a9fd7-cbc8-4d66-8d76-10fe9d70c402,479ea1f9-10c9-4c91-bf6b-311cc6154fc3,0dfc0db8-b68f-4490-b9a2-a879df95b93a,Bharat Founders Fund,True,2025-08-08T00:00:00.000Z,,Rolodex
3753ffcd-8376-4a9f-a15f-7b55bd044c2c,47a53210-d0cb-4b7f-9c26-50e3cb4a24af,1005878000000436463,Interiors By J,,,,ColourcoatsBigin
6a4207e6-1be2-455f-b6b0-b51fe52477f2,47e41bc7-03a9-45d0-9bc8-e28be4152dd2,1005878000000436511,Neterwala & Aibara Interior Architects,,,,ColourcoatsBigin
7aae50e3-c064-46a5-bf30-70199e530512,47f873bc-26b6-48ba-b3a6-6c5b73c8609d,3566d9a0-df16-4f75-a7e2-ba7d80f406c8,Contetra Private Limited,True,2025-08-20T00:00:00.000Z,,Rolodex
